"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000218477",35.3183902307301,0.373591016493023,0.353004283126464,1.05831865036942,0.289910192961823,0.511692846927939
"ENSG00000217674",20.4520328422899,0.0413488350940085,0.40386668811219,0.102382385849368,0.918453164253781,0.963780941016206
"ENSG00000101337",77.1268729404002,-0.176162945838059,0.228486630025982,-0.77099892373583,0.440707569530635,0.659072681872982
"ENSG00000182931",1.34560269987721,-1.08114385471352,2.05904946533898,-0.525069393869822,0.59953495152057,NA
"ENSG00000171867",83.9212027279181,-0.95431442651632,0.233833061754606,-4.08117833874928,4.48079568813535e-05,0.000425337356334574
"ENSG00000172264",46.850193291714,0.0348104791622761,0.34099504657878,0.102084999508149,0.918689207464708,0.963798847557921
"ENSG00000175063",38.474519694257,2.15697517144989,0.444683610269288,4.8505839244754,1.23098533497016e-06,1.60770824559307e-05
"ENSG00000198185",53.4829748903798,-0.707569886193372,0.272802890217588,-2.59370377501871,0.00949482543622942,0.0416808854414689
"ENSG00000022277",110.182524733716,0.107989859548073,0.189425365808903,0.570091862232518,0.568615394290885,0.757236274958835
"ENSG00000198026",21.381020965886,-0.0379540825074034,0.393882184421556,-0.0963589723235175,0.923235475787694,0.965276876463942
"ENSG00000130589",3.26583799755782,2.18011321946558,1.33588709781962,1.63195918504182,0.102688084610747,NA
"ENSG00000078804",15.7494667270184,-0.0254637774067948,0.487236611346322,-0.0522616256944113,0.95832022976895,0.979385473209691
"ENSG00000197183",22.7296027973785,1.09348119113788,0.454921759647198,2.40366869236129,0.0162314762079232,0.0642959400135514
"ENSG00000203961",3.10095567889281,1.19990972946261,1.10352304519757,1.08734451417622,0.276884582800392,NA
"ENSG00000118705",547.198541440501,-0.506552232908118,0.101011604993415,-5.01479243836527,5.30907468207942e-07,7.43383055166242e-06
"ENSG00000126005",15.309250174795,0.620090287497462,0.555624926468128,1.11602316231403,0.264412220146369,0.481757824591231
"ENSG00000215047",1.9837142057666,0.166621653279648,1.25529722704375,0.132734821435115,0.894403102993686,NA
"ENSG00000080845",90.1243980397821,0.00115180037969917,0.256469301447001,0.00449098731583353,0.996416722603106,0.99823113848645
"ENSG00000173418",281.060406181191,-0.178160049119963,0.121381645899727,-1.46776761675436,0.142167356634784,0.320699101484457
"ENSG00000101189",5.60028674868881,0.200895738521741,0.778349394494667,0.258104830481907,0.796326003674153,0.901078803026268
"ENSG00000101188",7.81176682753636,0.0977088242570093,0.665314047058029,0.146861207408848,0.883241571848474,0.948464680765065
"ENSG00000125868",160.588021428456,-1.0049850594691,0.175573039736741,-5.72402836435482,1.04027370226046e-08,1.89720634870817e-07
"ENSG00000101182",92.5550283684659,-0.594208799845683,0.210372997184847,-2.8245488147111,0.00473472354901642,0.023698745163462
"ENSG00000125864",7.00559587014824,-0.750523069739365,0.759539313799182,-0.988129325373932,0.323089315340243,0.545882446545435
"ENSG00000101187",28.4358574015242,1.62609042021235,0.446003416450344,3.64591471777075,0.000266442335109964,0.002058574951897
"ENSG00000125863",44.119701405294,-0.213484688888,0.283259890576032,-0.753670731333904,0.451046960906429,0.667670860068217
